community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id,year,total_population
Hydaburg,1422709,34460,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.2080556,-132.8266667,Southeast,bdc1808a-7ebe-489d-864d-2bc1ac07bd88,1996,405
Red Devil,1408580,64930,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.7611111,-157.3125000,Lower Yukon-Kuskokwim,ed2bf034-8a2a-4adb-abd1-5d9a622d87f6,1996,63
Igiugig,1403706,34790,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,59.3277778,-155.8947222,Bristol Bay,2ee2bb1c-de5e-43e6-8e79-58b766d877e2,1996,47
Rampart,1408519,64820,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",65.5050000,-150.1700000,Yukon-Koyukuk/Upper Tanana,6d93636e-c75b-4173-9d62-2500d83cea41,1996,65
Quinhagak,1408462,64600,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.7488889,-161.9158333,Lower Yukon-Kuskokwim,22a95db7-915d-413d-9546-ebd322367e6e,1996,571
Iliamna,1403763,35120,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,59.7567965,-154.9110837,Bristol Bay,b626b803-d7a6-4a8a-95f3-5c2061727c76,1996,103
Hyder,1422711,34570,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.9169444,-130.0247222,,2dce25e6-732b-4475-82fd-1a31f090239f,1996,136
Port Protection,1866970,63870,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,56.3172222,-133.5980556,Southeast,512e8aee-4d06-493c-809f-f3659ec4d901,1996,55
Juneau,1404263,36400,Juneau City and Borough,1419971,99110,110,0,,Sealaska Corporation,58.3019444,-134.4197222,Southeast,1a737990-4076-4de6-b8ef-4ca63da201dd,1996,29230
Port Heiden,1419072,63390,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,56.9325614,-158.6249699,Bristol Bay,05f9feb8-d7fc-43f8-a388-f62d04058b78,1996,142
Kake,1422926,36770,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",Sealaska Corporation,56.9758333,-133.9472222,Southeast,9aa30fae-6452-4097-83b9-10a4cd761165,1996,727
Port Alsworth,1408208,62620,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",,60.2025000,-154.3127778,Bristol Bay,eafa9307-aba9-408e-9205-49add3d28813,1996,61
Point Lay,1408115,61700,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,69.7438570,-163.0084420,North Slope,d838c9ef-9ae5-4c4c-91ea-ebef6e48bf5d,1996,182
Kaktovik,1404349,36990,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,70.1319444,-143.6238889,North Slope,d3b6b64d-90c9-4cec-8fe9-4d3b910a7b01,1996,220
Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8,1996,418
Point Hope,1408110,61630,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,68.3486111,-166.7347222,North Slope,7de8d732-febd-4a66-9837-001caaab4361,1996,756
Kalskag,1404378,81320,Bethel Census Area,1419966,99050,50,0,,"Koniag, Incorporated",61.5372222,-160.3052778,Lower Yukon-Kuskokwim,fcc2db94-2e36-4e5c-b35f-3768faf942fa,1996,197
Point Baker,1424323,61190,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,56.3527778,-133.6211111,Southeast,f14464e9-869a-4682-b7d2-1f47fd5e873f,1996,53
Kaltag,1404379,37430,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.3272222,-158.7219444,Yukon-Koyukuk/Upper Tanana,1c478003-280c-46e8-b893-f98ffa651efe,1996,232
Akhiok,1398007,650,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",56.9455556,-154.1702778,Kodiak,0b1ab70f-3a34-46fe-8aac-c43348797f98,1996,84
Platinum,1408072,61080,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.0130556,-161.8163889,Lower Yukon-Kuskokwim,5f5caa4c-16c5-4214-a132-288746986df0,1996,37
Karluk,1404456,37540,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.5719444,-154.4555556,Kodiak,2d985aa9-e05e-4dff-8e44-e14973dc3f9b,1996,57
Talkeetna,1410591,74830,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3238889,-150.1094444,Railbelt,951c6828-cc06-4d75-be2c-b37b18f2a092,1996,334
Kenny Lake,1866955,38910,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.7191667,-144.9483333,Copper River/Chugach,f8474256-a3b8-4bba-8e4b-defb86e99629,1996,491
Ridgeway,1866972,65345,Kenai Peninsula Borough,1419972,99122,122,0,,,60.5319444,-151.0852778,Railbelt,c4c1646c-ddb2-4dcc-86c0-b2352babf56e,1996,2297
Pitkas Point,1408054,60860,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.0327778,-163.2877778,Lower Yukon-Kuskokwim,c9ece4dc-52bf-4561-96f1-cc0179c42dbd,1996,153
Kasaan,1404468,37650,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.5388889,-132.4008333,Southeast,86bf03e7-a916-43d9-a99b-faf796d0d507,1996,41
Pilot Station,1407993,60750,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,61.9388889,-162.8750000,Lower Yukon-Kuskokwim,259b133b-e1b5-4a7b-ac9c-a978720e33f3,1996,535
Kasigluk,1404483,37975,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.8955556,-162.5180556,Lower Yukon-Kuskokwim,2f7923cc-1cea-4335-86ad-08151d8d4eec,1996,506
Ambler,1412509,1970,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",67.0861111,-157.8513889,Northwest Arctic,ceea5ed4-f88d-47ee-81dd-58cd8921b6da,1996,303
Pilot Point,1407992,60640,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,57.5641667,-157.5791667,Bristol Bay,71865914-5343-4f88-8a8a-11be07f7eb57,1996,83
Ketchikan,1423039,38970,Ketchikan Gateway Borough,1419973,99130,130,0,"Annexed a substantial portion of the former Prince of Wales-Outer Ketchikan Census Area (02-201), including most of the area known as Outer Ketchikan effective May 19, 2008; estimated added population: 7. As a result, the remaining area of the former Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area (02-198).",,55.3422222,-131.6461111,Southeast,1bf4ffe8-2534-4163-8660-078cc02feb1a,1996,8666
Petersburg,1424228,60310,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",,56.8112667,-132.9512425,Southeast,fb79d9b5-9c46-4f7b-b140-2487865ca0c4,1996,3388
Kiana,1413311,39300,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.9750000,-160.4227778,Northwest Arctic,a7e777c1-ab8a-4211-bcdd-6725f0143eb3,1996,397
Perryville,1407902,60200,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,55.9139846,-159.1632767,Bristol Bay,16006398-f9dd-4c8b-b37d-e66e9d05ed86,1996,101
King Cove,1418792,39410,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,55.0616667,-162.3102778,Aleutians,836b5df4-ba45-4a74-af1d-568f90d6eeb1,1996,706
Pelican,1424201,59650,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.9608333,-136.2275000,Southeast,a9848929-7e35-490a-9798-1161afb36a0e,1996,199
Houston,1416613,33800,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6302778,-149.8180556,Railbelt,2fcb61fa-6783-451d-8c63-145d953c8666,1996,969
Salamatof,1413901,66510,Kenai Peninsula Borough,1419972,99122,122,0,,"Cook Inlet Region, Incorporated",60.6153750,-151.3194369,Railbelt,ec0ee835-1a16-47d6-b504-4f134837e5b1,1996,1007
Pedro Bay,1407862,59540,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,59.7872222,-154.1061111,Bristol Bay,783cae27-a2c6-4965-8fb0-64c858305d5b,1996,40
King Salmon,1404738,39630,Bristol Bay Borough,1419967,99060,60,0,,Bristol Bay Native Corporation,58.6883333,-156.6613889,Bristol Bay,62dcb87c-f6c4-4272-b690-0e970eeee597,1996,451
Palmer,1407737,58660,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5997222,-149.1127778,Railbelt,8843531a-c888-4166-a63d-e3fee6c8887f,1996,3777
Kipnuk,1404781,39740,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.9388889,-164.0413889,Lower Yukon-Kuskokwim,e4e22ec7-cd34-4dd7-9cd2-030e473400e4,1996,550
Sutton-Alpine,2419240,74525,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7962564,-148.8505100,Railbelt,4555500c-51b9-4809-b50e-30a96a563e1a,1996,380
Ouzinkie,1407684,58550,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.9236111,-152.5022222,Kodiak,19d565bc-8743-48bd-91ae-6001975d91e2,1996,260
Kivalina,1413348,39960,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",67.7269444,-164.5333333,Northwest Arctic,d0e03d80-1671-4b3e-ad86-f1e195e7467d,1996,355
Oscarville,1407624,58330,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.7227778,-161.7700000,Lower Yukon-Kuskokwim,776f04e5-8590-484e-a895-03496588c1a3,1996,54
Klawock,1423100,40400,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.5522222,-133.0958333,Southeast,d826ef12-da35-4950-b2cf-89915b8675ef,1996,720
Old Harbor,1407483,57340,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.2027778,-153.3038889,Kodiak,0516405d-a65c-408e-b33e-e4058a4033a1,1996,314
Klukwan,1866956,40510,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",Sealaska Corporation,59.4038889,-135.8844444,Southeast,0baf70be-c0aa-4053-8d87-e9bcabae2bf8,1996,140
Nunapitchuk,1407339,56680,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.8969444,-162.4594444,Lower Yukon-Kuskokwim,9d306c13-9008-46cd-97aa-70c59268ce15,1996,469
Kobuk,1413362,40840,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.9072222,-156.8811111,Northwest Arctic,95e28c5b-af2e-4bd5-990b-fd4de3191c3e,1996,79
Nunam Iqua,1409405,56600,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.5336111,-164.8411111,Lower Yukon-Kuskokwim,3f0e76d9-b7bf-42ac-8e93-e5d6440c71eb,1996,141
Salcha,2419205,66550,Fairbanks North Star Borough,1419969,99090,90,0,,,64.5239904,-146.9021000,Railbelt,7083f96c-af76-4e9d-bd7d-749fbad7d80b,1996,376
Nulato,1407321,56350,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7194444,-158.1030556,Yukon-Koyukuk/Upper Tanana,b34949b0-487f-4dca-a5ca-325c85999e64,1996,355
Kodiak,1404875,40950,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.7900000,-152.4072222,Kodiak,d91d5e68-90a3-45f5-ab73-9f89f2652c5a,1996,6837
Lazy Mountain,1866958,43260,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.6261111,-148.9455556,Railbelt,788d9f67-f546-4672-830f-75f4237c073c,1996,1006
Nuiqsut,1416680,56320,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,70.2175000,-150.9763889,North Slope,c8bdb2ef-7075-4eab-9adc-743057baad86,1996,426
Kokhanok,1404333,41280,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,59.4394444,-154.7761111,Bristol Bay,5a9a2965-3bce-4655-af6f-1861b119bebb,1996,167
Northway Village,1407254,56260,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,62.9822222,-141.9516667,Yukon-Koyukuk/Upper Tanana,b6650fff-672c-46af-90c1-3f157a4ab13e,1996,114
Koliganek,1404914,41500,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.7286111,-157.2844444,Bristol Bay,89f05e8d-5f77-44d3-9207-a9a1a6dd5f22,1996,208
